"objectid","id","datetimeoccur","weekday","location","districtoccur","psa","stopcode","stoptype","inside_or_outside","gender","race","age","individual_frisked","individual_searched","individual_arrested","individual_contraband","vehicle_frisked","vehicle_searched","vehicle_contraband","vehicle_contraband_list","individual_contraband_list","mvc_code","mvc_reason","mvc_code_sec","mvc_code_sec_reason","point_x","point_y","lat","lng"
20663,968428,2019-02-24 20:50:00,"SUNDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Female","Asian",20,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20666,963803,2019-02-21 17:30:00,"THURSDAY","5800 BLOCK Kingsessing Ave",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",52,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20667,963814,2019-02-21 17:46:00,"THURSDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",48,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20668,965581,2019-02-22 20:43:00,"FRIDAY","5800 BLOCK KINGSESSING AV",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",38,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20669,966353,2019-02-23 04:19:00,"FRIDAY","5800 BLOCK KINGSESSING AV",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",41,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20670,966863,2019-02-23 16:43:00,"SATURDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",36,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20671,966867,2019-02-23 16:43:00,"SATURDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",24,0,0,0,0,1,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20672,953981,2019-02-14 21:50:00,"THURSDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",40,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20673,956997,2019-02-17 01:50:00,"SATURDAY","5800 BLOCK KINGSESSING",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",37,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20674,956999,2019-02-17 00:40:00,"SATURDAY","5800 BLOCK kingsessing ave",12,1,2702,"vehicle","Outside","Female","Black - Non-Latino",36,0,1,1,1,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20675,957000,2019-02-17 00:40:00,"SATURDAY","5800 BLOCK kingsessing ave",12,1,2702,"vehicle","Outside","Female","Black - Non-Latino",31,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20676,957340,2019-02-17 03:58:00,"SATURDAY","5800 BLOCK KINGSESSING",12,2,2702,"vehicle","Outside","Female","Asian",27,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20677,960356,2019-02-19 01:30:00,"MONDAY","5800 BLOCK KINGSESSING AVENUE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",23,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20678,949602,2019-02-11 23:25:00,"MONDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",69,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20679,949927,2019-02-12 02:11:00,"MONDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",73,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20680,951933,2019-02-13 23:50:00,"WEDNESDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",31,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20681,952013,2019-02-14 00:35:00,"WEDNESDAY","5800 BLOCK KINGSESSING AVENUE",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",27,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20682,952560,2019-02-14 05:22:00,"THURSDAY","5800 BLOCK Kingsessing Avenue",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",43,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20683,953516,2019-02-15 00:10:00,"THURSDAY","5800 BLOCK KINGSESSING AVE",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",36,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20684,946999,2019-02-09 22:40:00,"SATURDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",67,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20685,947020,2019-02-09 22:57:00,"SATURDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",26,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20686,947540,2019-02-10 03:05:00,"SATURDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",42,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20687,947989,2019-02-10 16:09:00,"SUNDAY","5800 BLOCK Kingsessing Ave",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",49,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20688,948334,2019-02-10 21:55:00,"SUNDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",28,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20689,948370,2019-02-10 23:20:00,"SUNDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",24,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20690,943950,2019-02-07 23:45:00,"THURSDAY","5800 BLOCK KINGSESSING AV",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",47,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20691,944482,2019-02-08 01:20:00,"THURSDAY","5800 BLOCK KINGSESSING",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",25,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20693,945310,2019-02-08 23:05:00,"FRIDAY","5800 BLOCK KINGSESSING",12,1,2702,"vehicle","Outside","Female","Black - Non-Latino",23,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20694,945816,2019-02-09 02:00:00,"FRIDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",23,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20695,945896,2019-02-09 02:50:00,"FRIDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",42,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20696,935337,2019-02-01 21:35:00,"FRIDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Male","White - Non-Latino",38,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20697,939072,2019-02-04 15:50:00,"MONDAY","5800 BLOCK KINGSESSING AVE",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",71,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20698,939083,2019-02-04 16:05:00,"MONDAY","5800 BLOCK KINGSESSING AVE",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",37,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20699,939368,2019-02-04 21:25:00,"MONDAY","5800 BLOCK KINGSESSING AVE",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",31,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20700,943922,2019-02-07 23:29:00,"THURSDAY","5800 BLOCK KINGSESSING AVENUE",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",33,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20701,943933,2019-02-07 22:15:00,"THURSDAY","5800 BLOCK KINGSESSING AV",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",39,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20702,924961,2019-01-25 01:58:00,"THURSDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",41,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20703,931448,2019-01-29 23:20:00,"TUESDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",39,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20704,931879,2019-01-30 01:29:00,"TUESDAY","5800 BLOCK kingsessing ave",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",51,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20705,931880,2019-01-30 01:29:00,"TUESDAY","5800 BLOCK kingsessing ave",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",30,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20706,934028,2019-01-31 21:32:00,"THURSDAY","5800 BLOCK Kingsessing Ave",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",21,0,1,0,0,0,1,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20707,934029,2019-01-31 21:32:00,"THURSDAY","5800 BLOCK Kingsessing Ave",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",22,0,1,0,0,0,1,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20709,917172,2019-01-19 05:47:00,"SATURDAY","5800 BLOCK kingsessing ave",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",45,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20710,917371,2019-01-19 14:35:00,"SATURDAY","5800 BLOCK KINGSESSING AVE",12,2,2702,"vehicle","Outside","Male","Asian",49,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20711,917372,2019-01-19 14:35:00,"SATURDAY","5800 BLOCK KINGSESSING AVE",12,2,2702,"vehicle","Outside","Male","Asian",17,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20712,922188,2019-01-23 02:00:00,"TUESDAY","5800 BLOCK KINGSESSING AVE",12,2,2702,"vehicle","Outside","Female","White - Non-Latino",28,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20713,922461,2019-01-23 04:33:00,"TUESDAY","5800 BLOCK KINGSESSING AVE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",43,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20714,894311,2019-01-03 01:15:00,"WEDNESDAY","5800 BLOCK KINGSESSING AVE",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",29,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20715,897035,2019-01-04 20:45:00,"FRIDAY","5800 BLOCK Kingsessing",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",31,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20716,901190,2019-01-08 01:00:00,"MONDAY","5800 BLOCK KINGSESSING AVE",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",22,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20718,904833,2019-01-10 14:00:00,"THURSDAY","5800 BLOCK KINGSESSING AVE",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",57,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
20719,910442,2019-01-14 18:50:00,"MONDAY","5800 BLOCK Kingsessing Avenue",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",47,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.227927,39.93417766,39.93417766,-75.227927
27484,916611,2019-01-19 01:31:00,"FRIDAY","1300 BLOCK e lycoming",24,3,2702,"vehicle","Outside","Male","White - Latino",28,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10249747,40.00919011,40.00919011,-75.10249747
26799,988942,2019-03-11 13:30:00,"MONDAY","4100 BLOCK CASTOR AVE",24,1,2702,"vehicle","Outside","Male","White - Latino",25,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.09843789,40.00872204,40.00872204,-75.09843789
27514,918476,2019-01-20 05:01:00,"SUNDAY","6300 BLOCK passyunk ave",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",22,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2077412,39.91647791,39.91647791,-75.2077412
27561,938528,2019-02-04 03:20:00,"SUNDAY","6300 BLOCK PASSYUNK AVE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",18,1,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2077412,39.91647791,39.91647791,-75.2077412
27265,928265,2019-01-27 17:03:00,"SUNDAY","1000 BLOCK E Erie",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",23,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10887657,40.00504147,40.00504147,-75.10887657
27713,894460,2019-01-03 02:07:00,"WEDNESDAY","1900 BLOCK S 65th st",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",22,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23832082,39.92865882,39.92865882,-75.23832082
27714,943809,2019-02-07 23:10:00,"THURSDAY","1900 BLOCK S 65TH",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",28,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23832082,39.92865882,39.92865882,-75.23832082
27447,983898,2019-03-07 23:00:00,"THURSDAY","5700 BLOCK WARRINGTON AVE",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",43,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22967056,39.93865309,39.93865309,-75.22967056
27448,990077,2019-03-12 04:15:00,"TUESDAY","5700 BLOCK WARRINGTON",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",26,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22967056,39.93865309,39.93865309,-75.22967056
27457,914640,2019-01-17 18:12:00,"THURSDAY","5700 BLOCK WARRINGTON AVE",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",39,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22967056,39.93865309,39.93865309,-75.22967056
27458,962501,2019-02-20 14:20:00,"WEDNESDAY","5700 BLOCK WARRINGTON",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",65,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22967056,39.93865309,39.93865309,-75.22967056
25381,911524,2019-01-15 08:05:00,"TUESDAY","1500 BLOCK E HUNTING PARK AVE",24,1,2702,"vehicle","Outside","Female","White - Latino",30,0,1,1,0,0,1,0,NA,NA,"","",NA,NA,-75.09729558,40.00930272,40.00930272,-75.09729558
26194,924768,2019-01-25 01:46:00,"THURSDAY","1900 BLOCK S 61ST STREET",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",71,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23355038,39.93216328,39.93216328,-75.23355038
26195,990717,2019-03-12 20:49:00,"TUESDAY","1900 BLOCK s 61st street",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",41,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23355038,39.93216328,39.93216328,-75.23355038
26196,997013,2019-03-16 22:40:00,"SATURDAY","1900 BLOCK S 61ST ST",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",32,0,1,0,0,0,1,0,NA,NA,"","",NA,NA,-75.23355038,39.93216328,39.93216328,-75.23355038
26197,997014,2019-03-16 22:40:00,"SATURDAY","1900 BLOCK S 61ST ST",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",36,0,1,0,0,0,1,0,NA,NA,"","",NA,NA,-75.23355038,39.93216328,39.93216328,-75.23355038
26202,907876,2019-01-12 12:40:00,"SATURDAY","1900 BLOCK S 61ST ST",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",52,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23355038,39.93216328,39.93216328,-75.23355038
26203,907877,2019-01-12 12:40:00,"SATURDAY","1900 BLOCK S 61ST ST",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",27,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23355038,39.93216328,39.93216328,-75.23355038
26204,907878,2019-01-12 12:40:00,"SATURDAY","1900 BLOCK S 61ST ST",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",28,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23355038,39.93216328,39.93216328,-75.23355038
26205,910374,2019-01-14 16:40:00,"MONDAY","1900 BLOCK S 61 ST",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",63,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23355038,39.93216328,39.93216328,-75.23355038
26594,949576,2019-02-11 23:40:00,"MONDAY","5100 BLOCK WARRINGTON AVE",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",25,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22154934,39.94436827,39.94436827,-75.22154934
25961,966012,2019-02-23 02:22:00,"FRIDAY","2500 BLOCK S ROBINSON ST",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",21,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22586861,39.92517294,39.92517293,-75.22586861
25962,966013,2019-02-23 02:22:00,"FRIDAY","2500 BLOCK S ROBINSON ST",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",19,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22586861,39.92517294,39.92517293,-75.22586861
25963,974730,2019-03-01 02:20:00,"THURSDAY","2500 BLOCK S ROBINSON ST",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",22,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22586861,39.92517294,39.92517293,-75.22586861
28249,1012570,2019-03-28 06:30:00,"THURSDAY","1900 BLOCK EAST ATLANTIC",24,1,2702,"vehicle","Outside","Male","Black - Non-Latino",30,1,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10411704,39.99935804,39.99935804,-75.10411704
28250,1012571,2019-03-28 06:30:00,"THURSDAY","1900 BLOCK EAST ATLANTIC",24,1,2702,"vehicle","Outside","Female","Black - Non-Latino",31,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10411704,39.99935804,39.99935804,-75.10411704
29368,1004984,2019-03-22 22:45:00,"FRIDAY","3500 BLOCK kensington ave",24,1,2702,"vehicle","Outside","Female","White - Non-Latino",27,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10625829,40.00058201,40.00058201,-75.10625829
29374,975270,2019-03-01 07:30:00,"FRIDAY","3500 BLOCK KENSINGTON AVE",24,2,2702,"vehicle","Outside","Female","Unknown",18,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10625829,40.00058201,40.00058201,-75.10625829
29375,975271,2019-03-01 07:30:00,"FRIDAY","3500 BLOCK KENSINGTON AVE",24,2,2702,"vehicle","Outside","Female","Unknown",35,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10625829,40.00058201,40.00058201,-75.10625829
29376,975300,2019-03-01 08:46:00,"FRIDAY","3500 BLOCK KENSINGTON",24,1,2702,"vehicle","Outside","Female","White - Latino",38,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10625829,40.00058201,40.00058201,-75.10625829
29377,979820,2019-03-04 21:59:00,"MONDAY","3500 BLOCK KENSINGTON AVE",24,1,2702,"vehicle","Outside","Male","Black - Non-Latino",31,0,0,0,0,0,1,0,NA,NA,"","",NA,NA,-75.10625829,40.00058201,40.00058201,-75.10625829
29378,981575,2019-03-06 03:30:00,"TUESDAY","3500 BLOCK kensington ave",24,1,2702,"vehicle","Outside","Male","White - Non-Latino",48,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10625829,40.00058201,40.00058201,-75.10625829
29379,1004720,2019-03-22 22:10:00,"FRIDAY","3500 BLOCK KENSINGTON",24,1,2702,"vehicle","Outside","Female","White - Latino",56,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10625829,40.00058201,40.00058201,-75.10625829
29380,945077,2019-02-08 17:30:00,"FRIDAY","3500 BLOCK kensington ave",24,1,2702,"vehicle","Outside","Female","White - Latino",41,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10625829,40.00058201,40.00058201,-75.10625829
29381,946274,2019-02-09 07:15:00,"SATURDAY","3500 BLOCK Kensington Ave",24,1,2702,"vehicle","Outside","Male","White - Latino",36,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10625829,40.00058201,40.00058201,-75.10625829
29382,952962,2019-02-14 15:06:00,"THURSDAY","3500 BLOCK KENSINGTON AVE",24,1,2702,"vehicle","Outside","Male","Black - Non-Latino",54,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10625829,40.00058201,40.00058201,-75.10625829
29383,957069,2019-02-17 00:30:00,"SATURDAY","3500 BLOCK KENSINGTON AVE",24,2,2702,"vehicle","Outside","Male","Black - Non-Latino",52,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10625829,40.00058201,40.00058201,-75.10625829
29384,963055,2019-02-21 02:36:00,"WEDNESDAY","3500 BLOCK KENSINGTON AVE",24,1,2702,"vehicle","Outside","Male","Black - Non-Latino",70,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10625829,40.00058201,40.00058201,-75.10625829
29385,964772,2019-02-21 05:15:00,"THURSDAY","3500 BLOCK KENSINGTON AVE",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",22,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10625829,40.00058201,40.00058201,-75.10625829
29388,899368,2019-01-06 22:35:00,"SUNDAY","3500 BLOCK Kensington Ave",24,1,2702,"vehicle","Outside","Male","White - Non-Latino",46,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10625829,40.00058201,40.00058201,-75.10625829
29389,910050,2019-01-14 05:20:00,"MONDAY","3500 BLOCK kensington ave",24,2,2702,"vehicle","Outside","Female","Black - Non-Latino",25,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10625829,40.00058201,40.00058201,-75.10625829
29390,912357,2019-01-16 02:17:00,"TUESDAY","3500 BLOCK KENSINGTON AVE",24,1,2702,"vehicle","Outside","Male","White - Latino",51,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10625829,40.00058201,40.00058201,-75.10625829
29391,931260,2019-01-29 19:20:00,"TUESDAY","3500 BLOCK KENSINGTON AVENUE",24,1,2702,"vehicle","Outside","Female","White - Latino",27,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10625829,40.00058201,40.00058201,-75.10625829
28276,1005376,2019-03-23 03:05:00,"FRIDAY","2800 BLOCK JASPER ST",24,2,2702,"vehicle","Outside","Female","Black - Non-Latino",51,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.1215455,39.99049846,39.99049846,-75.1215455
28277,1008193,2019-03-25 02:00:00,"SUNDAY","2800 BLOCK JASPER STREET",24,2,2702,"vehicle","Outside","Male","Black - Non-Latino",20,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.1215455,39.99049846,39.99049846,-75.1215455
28297,1013078,2019-03-28 18:13:00,"THURSDAY","2800 BLOCK JASPER ST",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",60,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.1215455,39.99049846,39.99049846,-75.1215455
36593,897679,2019-01-05 07:12:00,"SATURDAY","3200 BLOCK ALMOND ST",24,3,2702,"vehicle","Outside","Male","White - Non-Latino",19,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.1031013,39.98589676,39.98589676,-75.1031013
36558,983255,2019-03-07 06:17:00,"THURSDAY","1900 BLOCK SOMERSET",24,2,2702,"vehicle","Outside","Female","White - Non-Latino",43,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.12166691,39.99013047,39.99013047,-75.12166691
35979,917276,2019-01-19 09:15:00,"SATURDAY","2200 BLOCK WHEATSHEAF LN",24,1,2702,"vehicle","Outside","Male","Black - Non-Latino",27,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.09236779,39.99889213,39.99889213,-75.09236779
35980,946870,2019-02-09 22:55:00,"SATURDAY","2200 BLOCK WHEATSHEAF LA",24,3,2702,"vehicle","Outside","Male","White - Latino",38,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.09236779,39.99889213,39.99889213,-75.09236779
34553,1009941,2019-03-26 14:29:00,"TUESDAY","1800 BLOCK E ALLEGHENY AVE",24,1,2702,"vehicle","Outside","Female","Black - Non-Latino",45,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11335593,39.99647784,39.99647784,-75.11335593
34555,1015240,2019-03-30 00:35:00,"FRIDAY","1800 BLOCK E ALLEGHENY AVE",24,2,2702,"vehicle","Outside","Female","White - Latino",26,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11335593,39.99647784,39.99647784,-75.11335593
34559,1006284,2019-03-23 21:47:00,"SATURDAY","1800 BLOCK E ALLEGHENY AVENUE",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",21,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11335593,39.99647784,39.99647784,-75.11335593
34560,1006285,2019-03-23 21:47:00,"SATURDAY","1800 BLOCK E ALLEGHENY AVENUE",24,2,2702,"vehicle","Outside","Male","Asian",19,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11335593,39.99647784,39.99647784,-75.11335593
